brand,model,year,price,mileage,fuel_type,transmission,engine_size,car_type,seats,rating,city,source,kmpl,ev_battery_kwh,ev_range_km,ev_efficiency_kwh_per_km,price_raw,deal_tag
4,36,0.5833333333333428,0.19556740121227628,25212,1,1,0.35714285714285715,3,0.25,0.8500000000000001,6,0,0.7038216560509555,0.0,0.0,0.0,1044646,Overpriced
7,6,0.1666666666666572,0.043813132087640726,99009,4,0,0.5357142857142857,3,0.0,0.8999999999999999,1,0,0.46815286624203817,0.0,0.0,0.0,351943,Good Deal
10,43,0.75,0.2100110501691701,18665,1,0,0.5357142857142857,3,0.25,0.050000000000000044,1,0,0.6783439490445861,0.0,0.0,0.0,1110576,Fair Price
3,49,0.9166666666666572,0.22933307277951626,12962,1,1,0.42857142857142855,0,0.25,0.25,2,0,0.6719745222929937,0.0,0.0,0.0,1198774,Overpriced
0,0,0.25,0.0473295132404862,115686,1,1,0.42857142857142855,3,0.0,0.3999999999999999,3,0,0.732484076433121,0.0,0.0,0.0,367994,Good Deal
7,6,0.5833333333333428,0.10717722070281177,58919,4,1,0.42857142857142855,3,0.0,0.0,1,0,0.5509554140127388,0.0,0.0,0.0,641177,Overpriced
5,47,0.25,0.12385500180080075,45942,1,1,0.35714285714285715,3,0.25,0.8999999999999999,2,0,0.7197452229299364,0.0,0.0,0.0,717305,Overpriced
10,25,0.6666666666666572,0.5147227511678916,35597,1,1,0.8571428571428571,1,0.75,0.25,4,0,0.4745222929936306,0.0,0.0,0.0,2501474,Overpriced
4,36,0.08333333333334281,0.1094111337683881,67704,4,1,0.35714285714285715,3,0.25,0.6499999999999999,3,0,0.5923566878980893,0.0,0.0,0.0,651374,Overpriced
3,49,0.5,0.2339264291829622,77724,1,1,0.42857142857142855,0,0.25,0.1499999999999999,5,0,0.6847133757961783,0.0,0.0,0.0,1219741,Overpriced
2,2,0.25,0.19422709718803424,54880,4,1,0.42857142857142855,3,0.25,0.9500000000000002,2,0,0.5636942675159236,0.0,0.0,0.0,1038528,Overpriced
5,38,0.9166666666666572,0.30061060728610123,12956,1,0,0.7142857142857143,2,0.25,1.0,6,0,0.5414012738853503,0.0,0.0,0.0,1524130,Good Deal
1,17,0.5,0.5351568011118522,75651,1,1,0.7142857142857143,2,0.25,0.19999999999999996,5,0,0.554140127388535,0.0,0.0,0.0,2594748,Overpriced
6,14,0.9166666666666572,0.1451303017370936,13883,4,1,0.42857142857142855,3,0.25,0.050000000000000044,1,0,0.5286624203821656,0.0,0.0,0.0,814419,Fair Price
3,11,0.3333333333333428,0.3408944327652851,117992,1,1,0.5357142857142857,2,0.25,0.6000000000000001,4,0,0.7388535031847133,0.0,0.0,0.0,1708011,Overpriced
7,6,0.3333333333333428,0.07707733979226383,66772,1,1,0.42857142857142855,3,0.0,0.1499999999999999,3,0,0.7292993630573248,0.0,0.0,0.0,503782,Good Deal
2,2,0.4166666666666572,0.18365560802657646,44508,1,1,0.42857142857142855,3,0.25,0.5499999999999998,1,0,0.7388535031847133,0.0,0.0,0.0,990273,Overpriced
2,10,0.4166666666666572,0.24876572852687484,44016,4,1,0.5357142857142857,3,0.25,0.6000000000000001,2,0,0.5095541401273885,0.0,0.0,0.0,1287477,Overpriced
7,6,0.8333333333333428,0.1492535220771163,28173,0,1,0.35714285714285715,3,0.0,0.25,0,0,0.9426751592356688,0.0,0.0,0.0,833240,Overpriced
8,27,0.3333333333333428,0.06643749906892904,76930,1,1,0.35714285714285715,0,0.0,0.5,6,0,0.6815286624203821,0.0,0.0,0.0,455215,Fair Price
6,37,0.8333333333333428,0.10322005960606714,23879,4,0,0.42857142857142855,0,0.25,0.1499999999999999,4,0,0.5445859872611465,0.0,0.0,0.0,623114,Good Deal
8,42,0.5,0.08003157316377471,66759,4,0,0.5357142857142857,1,0.75,0.8999999999999999,1,0,0.49044585987261147,0.0,0.0,0.0,517267,Good Deal
6,18,0.4166666666666572,0.08661829771311447,54410,4,1,0.35714285714285715,1,0.75,0.8999999999999999,5,0,0.6146496815286624,0.0,0.0,0.0,547333,Fair Price
7,6,0.8333333333333428,0.15716587259093603,13368,1,0,0.42857142857142855,3,0.0,0.9500000000000002,3,0,0.7133757961783439,0.0,0.0,0.0,869357,Fair Price
9,24,0.6666666666666572,0.2791105358674821,31603,1,0,0.7142857142857143,3,0.25,0.25,2,0,0.5859872611464968,0.0,0.0,0.0,1425990,Fair Price
3,23,0.0,0.013088009646333242,172537,4,0,0.42857142857142855,3,0.25,0.3500000000000001,2,0,0.5636942675159236,0.0,0.0,0.0,211694,Good Deal
5,38,0.6666666666666572,0.3269165383614378,32656,4,1,0.7857142857142858,2,0.25,0.7000000000000002,2,0,0.3471337579617835,0.0,0.0,0.0,1644207,Fair Price
8,26,0.0,0.01802662906746562,75118,4,0,0.42857142857142855,3,0.25,0.050000000000000044,1,0,0.5764331210191084,0.0,0.0,0.0,234237,Good Deal
4,8,1.0,0.2508955807210038,5139,1,1,0.7142857142857143,1,0.75,0.19999999999999996,0,0,0.5509554140127388,0.0,0.0,0.0,1297199,Good Deal
4,35,0.9166666666666572,0.2431902565724846,13821,1,0,0.5357142857142857,3,0.25,0.44999999999999996,3,0,0.732484076433121,0.0,0.0,0.0,1262027,Fair Price
10,7,0.4166666666666572,0.16198159064600112,51334,3,1,0.8928571428571429,3,0.25,0.3500000000000001,3,0,0.6528662420382165,0.0,0.0,0.0,891339,Good Deal
2,16,0.9166666666666572,0.17244660910530432,8143,1,1,0.5357142857142857,3,0.25,0.8999999999999999,1,0,0.6624203821656052,0.0,0.0,0.0,939108,Good Deal
0,0,0.5,0.08020376652158026,65909,4,1,0.5357142857142857,3,0.0,0.6000000000000001,6,0,0.5286624203821656,0.0,0.0,0.0,518053,Good Deal
1,17,0.5833333333333428,0.533899745784768,69277,1,0,0.7142857142857143,2,0.25,0.30000000000000004,3,0,0.5700636942675159,0.0,0.0,0.0,2589010,Overpriced
7,6,0.08333333333334281,0.02114100664324603,162272,4,1,0.35714285714285715,3,0.0,0.1499999999999999,0,0,0.6305732484076433,0.0,0.0,0.0,248453,Overpriced
5,4,0.75,0.1909446886893062,42844,4,0,0.5357142857142857,3,0.25,0.7000000000000002,4,0,0.5,0.0,0.0,0.0,1023545,Fair Price
1,17,0.25,0.5049773957879665,64342,1,0,0.7142857142857143,2,0.25,0.19999999999999996,3,0,0.5477707006369427,0.0,0.0,0.0,2456990,Overpriced
8,26,0.0,0.006727809183470483,133060,0,1,0.35714285714285715,3,0.25,0.7999999999999998,3,0,0.9745222929936306,0.0,0.0,0.0,182662,Fair Price
8,42,0.75,0.15248532413099314,25397,1,1,0.5357142857142857,1,0.75,0.8999999999999999,4,0,0.7452229299363057,0.0,0.0,0.0,847992,Good Deal
8,26,0.1666666666666572,0.014297744661348678,147472,4,0,0.5357142857142857,3,0.25,0.30000000000000004,2,0,0.5382165605095541,0.0,0.0,0.0,217216,Good Deal
8,26,0.8333333333333428,0.15292347516866622,17839,4,0,0.35714285714285715,3,0.25,0.25,6,0,0.6305732484076433,0.0,0.0,0.0,849992,Overpriced
8,27,0.1666666666666572,0.07633861714274698,69769,1,0,0.35714285714285715,0,0.0,0.3999999999999999,1,0,0.6910828025477707,0.0,0.0,0.0,500410,Overpriced
1,17,0.0,0.4554836354968939,87110,1,0,0.7142857142857143,2,0.25,0.5,6,0,0.5700636942675159,0.0,0.0,0.0,2231069,Overpriced
2,2,0.5,0.1937455691976315,65272,1,0,0.5357142857142857,3,0.25,0.44999999999999996,0,0,0.6783439490445861,0.0,0.0,0.0,1036330,Fair Price
4,8,1.0,0.25850188273500885,6624,4,1,0.7142857142857143,1,0.75,0.5499999999999998,4,0,0.3821656050955414,0.0,0.0,0.0,1331919,Good Deal
0,0,0.08333333333334281,0.011879808159949663,139246,4,1,0.35714285714285715,3,0.0,0.25,6,0,0.6337579617834395,0.0,0.0,0.0,206179,Overpriced
5,4,0.4166666666666572,0.1511233316303863,79236,1,1,0.42857142857142855,3,0.25,0.25,0,0,0.6751592356687898,0.0,0.0,0.0,841775,Fair Price
1,15,0.9166666666666572,0.15924029867879935,13837,0,1,0.5357142857142857,3,0.25,0.050000000000000044,3,0,0.7738853503184714,0.0,0.0,0.0,878826,Good Deal
6,18,0.0,0.008582940676978401,92411,1,1,0.35714285714285715,1,0.75,0.1499999999999999,3,0,0.6592356687898089,0.0,0.0,0.0,191130,Good Deal
3,45,0.25,0.24464995675449258,105952,1,1,0.5357142857142857,3,0.25,0.7999999999999998,5,0,0.6624203821656052,0.0,0.0,0.0,1268690,Overpriced
2,10,0.75,0.25009332617102437,15841,4,0,0.5357142857142857,3,0.25,0.10000000000000009,2,0,0.5509554140127388,0.0,0.0,0.0,1293537,Overpriced
2,16,0.9166666666666572,0.15870509718628165,14272,4,1,0.42857142857142855,3,0.25,0.050000000000000044,3,0,0.5859872611464968,0.0,0.0,0.0,876383,Overpriced
10,25,0.5,0.38529096295958754,83892,1,1,0.8571428571428571,1,0.75,0.44999999999999996,3,0,0.5445859872611465,0.0,0.0,0.0,1910665,Fair Price
8,42,0.3333333333333428,0.052670136238683656,110539,4,0,0.5357142857142857,1,0.75,0.25,2,0,0.4745222929936306,0.0,0.0,0.0,392372,Good Deal
5,33,0.3333333333333428,0.11655058585175246,99087,1,1,0.7857142857142858,2,0.25,0.3500000000000001,4,0,0.5796178343949044,0.0,0.0,0.0,683963,Good Deal
10,21,0.5833333333333428,0.9904892745007488,38901,1,1,1.0,2,0.75,0.5499999999999998,1,0,0.4554140127388535,0.0,0.0,0.0,4673175,Overpriced
5,33,0.25,0.11284273269544384,98271,1,1,0.7857142857142858,2,0.25,0.44999999999999996,0,0,0.5159235668789809,0.0,0.0,0.0,667038,Good Deal
3,44,0.6666666666666572,0.19182449597295378,46502,4,1,0.5357142857142857,3,0.25,0.44999999999999996,3,0,0.48089171974522293,0.0,0.0,0.0,1027561,Fair Price
8,26,0.4166666666666572,0.06453022760193802,94473,4,1,0.5357142857142857,3,0.25,0.19999999999999996,0,0,0.46496815286624205,0.0,0.0,0.0,446509,Good Deal
8,42,0.1666666666666572,0.03864689320243717,75105,1,1,0.5357142857142857,1,0.75,1.0,1,0,0.6656050955414012,0.0,0.0,0.0,328361,Good Deal
0,0,0.08333333333334281,0.00514630301298942,164134,4,1,0.42857142857142855,3,0.0,0.0,1,0,0.5477707006369427,0.0,0.0,0.0,175443,Good Deal
9,32,0.75,0.3624330614752195,16786,1,1,0.7142857142857143,3,0.75,0.5499999999999998,4,0,0.5732484076433121,0.0,0.0,0.0,1806327,Fair Price
1,17,0.4166666666666572,0.511931729057914,59164,1,0,0.7142857142857143,2,0.25,0.5,1,0,0.5445859872611465,0.0,0.0,0.0,2488734,Overpriced
7,6,0.1666666666666572,0.051005162295525854,69555,0,1,0.35714285714285715,3,0.0,0.10000000000000009,2,0,0.9936305732484076,0.0,0.0,0.0,384772,Overpriced
4,36,1.0,0.24775338055433116,8561,4,1,0.5357142857142857,3,0.25,0.5499999999999998,0,0,0.5477707006369427,0.0,0.0,0.0,1282856,Overpriced
0,0,1.0,0.19126059558746852,3404,4,1,0.5357142857142857,3,0.0,0.1499999999999999,0,0,0.5414012738853503,0.0,0.0,0.0,1024987,Fair Price
9,28,0.9166666666666572,0.2893339140295086,12381,4,1,0.42857142857142855,2,0.25,0.7000000000000002,4,0,0.5477707006369427,0.0,0.0,0.0,1472656,Overpriced
3,19,0.9166666666666572,0.17766476888847213,9334,1,0,0.35714285714285715,3,0.25,0.44999999999999996,1,0,0.7133757961783439,0.0,0.0,0.0,962927,Overpriced
5,34,0.1666666666666572,0.0978590625846179,84816,4,1,0.7857142857142858,2,0.25,0.44999999999999996,4,0,0.3089171974522293,0.0,0.0,0.0,598643,Good Deal
2,16,1.0,0.18723179679606433,4460,1,1,0.5357142857142857,3,0.25,0.8999999999999999,3,0,0.7356687898089173,0.0,0.0,0.0,1006597,Good Deal
10,7,0.3333333333333428,0.13648799159451047,43390,3,1,0.8928571428571429,3,0.25,1.0,3,0,0.6560509554140128,0.0,0.0,0.0,774970,Good Deal
2,16,0.9166666666666572,0.17388396358439095,7870,1,1,0.42857142857142855,3,0.25,0.19999999999999996,1,0,0.7006369426751592,0.0,0.0,0.0,945669,Fair Price
4,9,0.08333333333334281,0.07901068124599639,116605,4,1,0.35714285714285715,1,1.0,0.8500000000000001,6,0,0.6082802547770702,0.0,0.0,0.0,512607,Fair Price
4,9,0.3333333333333428,0.13423370450568237,92488,1,1,0.42857142857142855,1,1.0,0.25,0,0,0.7292993630573248,0.0,0.0,0.0,764680,Good Deal
4,35,1.0,0.24987753678497032,8889,4,1,0.5357142857142857,3,0.25,0.6499999999999999,2,0,0.5254777070063694,0.0,0.0,0.0,1292552,Overpriced
6,3,0.3333333333333428,0.15314649404684183,111987,4,1,0.42857142857142855,3,0.25,0.9500000000000002,1,0,0.5509554140127388,0.0,0.0,0.0,851010,Overpriced
5,34,0.1666666666666572,0.10718204036422618,90730,4,1,0.7142857142857143,2,0.25,0.44999999999999996,0,0,0.4044585987261146,0.0,0.0,0.0,641199,Good Deal
7,6,0.5833333333333428,0.09689754013244428,71963,1,1,0.42857142857142855,3,0.0,1.0,5,0,0.7356687898089173,0.0,0.0,0.0,594254,Good Deal
1,20,0.1666666666666572,0.02673400463914318,100277,0,1,0.35714285714285715,3,0.25,0.8500000000000001,6,0,0.910828025477707,0.0,0.0,0.0,273983,Good Deal
4,8,1.0,0.23865736501223755,4377,4,1,0.7142857142857143,1,0.75,1.0,4,0,0.39171974522292996,0.0,0.0,0.0,1241336,Good Deal
9,13,1.0,0.18196872653153504,5654,2,1,0.0,2,0.25,0.9500000000000002,2,0,0.0,55.0,1.0,1.0,982573,Fair Price
5,34,0.25,0.10039004205373658,119946,4,0,0.7857142857142858,2,0.25,0.75,3,0,0.3885350318471337,0.0,0.0,0.0,610196,Good Deal
4,9,0.8333333333333428,0.2262986577681112,14984,0,1,0.5714285714285715,1,1.0,0.8500000000000001,2,0,0.7611464968152866,0.0,0.0,0.0,1184923,Good Deal
1,15,0.6666666666666572,0.10955068487388697,49945,1,1,0.5357142857142857,3,0.25,0.9500000000000002,0,0,0.6783439490445861,0.0,0.0,0.0,652011,Good Deal
1,17,0.4166666666666572,0.516848002776125,87098,1,1,0.7142857142857143,2,0.25,0.9500000000000002,3,0,0.5796178343949044,0.0,0.0,0.0,2511175,Overpriced
1,20,0.0,0.0015370338401572425,140931,4,1,0.42857142857142855,3,0.25,1.0,3,0,0.535031847133758,0.0,0.0,0.0,158968,Good Deal
3,23,0.08333333333334281,0.017770091634908017,154663,1,1,0.35714285714285715,3,0.25,0.7000000000000002,0,0,0.732484076433121,0.0,0.0,0.0,233066,Good Deal
6,46,1.0,0.12837518698095532,919,4,1,0.42857142857142855,3,0.25,0.5499999999999998,2,0,0.5859872611464968,0.0,0.0,0.0,737938,Fair Price
9,39,0.1666666666666572,0.1262604509976261,60350,4,1,0.42857142857142855,0,0.25,0.25,3,0,0.5955414012738853,0.0,0.0,0.0,728285,Overpriced
2,2,0.3333333333333428,0.16405448320523255,41231,1,1,0.5357142857142857,3,0.25,1.0,6,0,0.6687898089171974,0.0,0.0,0.0,900801,Good Deal
7,6,0.9166666666666572,0.17305344829248157,9097,1,1,0.42857142857142855,3,0.0,0.8500000000000001,0,0,0.6815286624203821,0.0,0.0,0.0,941878,Fair Price
5,4,0.75,0.21236939812944558,26762,4,1,0.7142857142857143,3,0.25,0.3999999999999999,0,0,0.4331210191082802,0.0,0.0,0.0,1121341,Good Deal
0,0,0.75,0.13892783564779315,39417,1,0,0.35714285714285715,3,0.0,0.6000000000000001,6,0,0.6560509554140128,0.0,0.0,0.0,786107,Fair Price
5,34,0.25,0.0937419763591226,126381,1,0,0.7142857142857143,2,0.25,0.6499999999999999,3,0,0.535031847133758,0.0,0.0,0.0,579850,Good Deal
7,6,0.3333333333333428,0.04522178767375975,97779,1,0,0.35714285714285715,3,0.0,0.8999999999999999,6,0,0.7388535031847133,0.0,0.0,0.0,358373,Good Deal
4,36,0.25,0.13007587023368347,62322,1,1,0.5357142857142857,3,0.25,0.8500000000000001,6,0,0.7484076433121019,0.0,0.0,0.0,745701,Good Deal
1,17,0.9166666666666572,0.6007364004490172,10549,1,1,0.7142857142857143,2,0.25,0.9500000000000002,2,0,0.5509554140127388,0.0,0.0,0.0,2894095,Overpriced
8,26,0.08333333333334281,0.01090229319490097,158636,4,1,0.42857142857142855,3,0.25,0.3500000000000001,3,0,0.6146496815286624,0.0,0.0,0.0,201717,Good Deal
7,6,0.75,0.14825782384400418,27485,0,1,0.35714285714285715,3,0.0,0.44999999999999996,1,0,0.945859872611465,0.0,0.0,0.0,828695,Overpriced
8,26,0.75,0.15071015520186054,22253,4,0,0.5357142857142857,3,0.25,0.30000000000000004,4,0,0.5286624203821656,0.0,0.0,0.0,839889,Good Deal
3,11,0.25,0.2989508911553955,49877,4,1,0.5357142857142857,2,0.25,0.44999999999999996,3,0,0.4745222929936306,0.0,0.0,0.0,1516554,Overpriced
8,26,0.75,0.1455283619548196,39322,4,1,0.35714285714285715,3,0.25,0.8500000000000001,1,0,0.5987261146496815,0.0,0.0,0.0,816236,Overpriced
4,8,0.8333333333333428,0.2152471741448825,22141,4,0,0.5357142857142857,1,0.75,1.0,6,0,0.4713375796178344,0.0,0.0,0.0,1134477,Good Deal
8,42,0.4166666666666572,0.09074809031870229,42936,4,0,0.42857142857142855,1,0.75,0.10000000000000009,5,0,0.5923566878980893,0.0,0.0,0.0,566184,Good Deal
7,6,0.0,0.009148812742133215,163126,4,1,0.5357142857142857,3,0.0,0.19999999999999996,2,0,0.5063694267515924,0.0,0.0,0.0,193713,Good Deal
8,27,0.75,0.07320999965824218,22076,1,0,0.35714285714285715,0,0.0,0.30000000000000004,5,0,0.7006369426751592,0.0,0.0,0.0,486129,Good Deal
9,29,0.8333333333333428,0.14929032676428086,15717,2,1,0.0,2,0.25,0.3500000000000001,2,0,0.0,40.5,0.9262948207171314,0.7947080291970803,833408,Fair Price
5,47,0.4166666666666572,0.15267066201992885,37068,4,1,0.42857142857142855,3,0.25,0.5499999999999998,3,0,0.6210191082802548,0.0,0.0,0.0,848838,Overpriced
3,23,0.5833333333333428,0.11355100384784239,48726,1,1,0.35714285714285715,3,0.25,0.9500000000000002,0,0,0.7038216560509555,0.0,0.0,0.0,670271,Fair Price
7,6,0.5833333333333428,0.09160204669112718,67161,4,1,0.42857142857142855,3,0.0,0.44999999999999996,0,0,0.535031847133758,0.0,0.0,0.0,570082,Fair Price
1,20,0.5833333333333428,0.10923915948610141,29816,4,1,0.35714285714285715,3,0.25,0.30000000000000004,3,0,0.6464968152866242,0.0,0.0,0.0,650589,Overpriced
0,0,0.5,0.09411243306147521,69150,4,1,0.42857142857142855,3,0.0,0.10000000000000009,3,0,0.5764331210191084,0.0,0.0,0.0,581541,Fair Price
3,19,0.9166666666666572,0.17158739492042738,12046,1,1,0.42857142857142855,3,0.25,0.3999999999999999,3,0,0.7197452229299364,0.0,0.0,0.0,935186,Fair Price
3,44,0.8333333333333428,0.193155160674367,20240,4,1,0.35714285714285715,3,0.25,0.8500000000000001,0,0,0.6050955414012739,0.0,0.0,0.0,1033635,Overpriced
4,35,1.0,0.24166264297963735,6105,1,1,0.5357142857142857,3,0.25,0.6499999999999999,4,0,0.6656050955414012,0.0,0.0,0.0,1255054,Fair Price
10,43,0.75,0.21419977408932495,24425,4,1,0.5357142857142857,3,0.25,0.1499999999999999,4,0,0.5573248407643312,0.0,0.0,0.0,1129696,Overpriced
5,33,0.4166666666666572,0.13081130675041777,83176,1,1,0.7857142857142858,2,0.25,0.6000000000000001,3,0,0.5414012738853503,0.0,0.0,0.0,749058,Good Deal
2,10,0.1666666666666572,0.2348579382890552,85818,0,1,0.5357142857142857,3,0.25,0.050000000000000044,3,0,0.7643312101910829,0.0,0.0,0.0,1223993,Overpriced
7,6,0.08333333333334281,0.014804904487455292,152794,4,1,0.42857142857142855,3,0.0,0.1499999999999999,6,0,0.5286624203821656,0.0,0.0,0.0,219531,Good Deal
10,7,0.75,0.20131791450621692,17783,3,0,0.8928571428571429,3,0.25,0.25,3,0,0.6114649681528662,0.0,0.0,0.0,1070895,Good Deal
4,9,0.75,0.20666160456167806,29484,4,0,0.5714285714285715,1,1.0,0.44999999999999996,6,0,0.535031847133758,0.0,0.0,0.0,1095287,Good Deal
7,6,0.6666666666666572,0.11479557187035286,40212,4,0,0.35714285714285715,3,0.0,0.0,6,0,0.6528662420382165,0.0,0.0,0.0,675952,Overpriced
5,38,0.8333333333333428,0.27907154042512916,19484,4,0,0.7857142857142858,2,0.25,0.5499999999999998,5,0,0.3343949044585987,0.0,0.0,0.0,1425812,Good Deal
8,42,0.8333333333333428,0.14557458688929412,21605,4,0,0.42857142857142855,1,0.75,0.0,0,0,0.5955414012738853,0.0,0.0,0.0,816447,Fair Price
10,7,0.5,0.15687033971602554,67578,3,1,0.8928571428571429,3,0.25,0.0,6,0,0.6719745222929937,0.0,0.0,0.0,868008,Good Deal
9,40,0.9166666666666572,0.16158988361832136,10928,2,1,0.0,0,0.25,0.6000000000000001,1,0,0.0,24.0,0.6274900398406374,0.6952554744525548,889551,Fair Price
3,23,0.3333333333333428,0.05654098158100667,84500,4,1,0.5357142857142857,3,0.25,0.6499999999999999,1,0,0.49044585987261147,0.0,0.0,0.0,410041,Good Deal
8,27,1.0,0.09611412607708478,5724,0,1,0.35714285714285715,0,0.0,0.10000000000000009,6,0,0.9554140127388535,0.0,0.0,0.0,590678,Fair Price
5,38,1.0,0.4258994583576872,2504,1,1,0.7857142857142858,2,0.25,0.75,2,0,0.5,0.0,0.0,0.0,2096028,Fair Price
0,0,0.8333333333333428,0.15890116977564037,28497,1,1,0.5357142857142857,3,0.0,0.30000000000000004,4,0,0.697452229299363,0.0,0.0,0.0,877278,Good Deal
3,23,0.5833333333333428,0.09962218236021447,66378,1,1,0.42857142857142855,3,0.25,0.5,6,0,0.6624203821656052,0.0,0.0,0.0,606691,Good Deal
1,17,0.0,0.46255144988559876,67456,1,1,0.7142857142857143,2,0.25,0.44999999999999996,1,0,0.5318471337579618,0.0,0.0,0.0,2263331,Overpriced
6,1,1.0,0.054197749831530924,9366,4,1,0.35714285714285715,0,0.0,0.44999999999999996,2,0,0.6337579617834395,0.0,0.0,0.0,399345,Good Deal
10,25,0.6666666666666572,0.41795797079986224,31308,1,0,0.8571428571428571,1,0.75,0.3500000000000001,6,0,0.4968152866242038,0.0,0.0,0.0,2059778,Fair Price
4,9,1.0,0.257639820568387,5543,1,0,0.5714285714285715,1,1.0,0.050000000000000044,0,0,0.7261146496815287,0.0,0.0,0.0,1327984,Good Deal
8,42,0.5,0.09509564399001366,48621,1,1,0.5357142857142857,1,0.75,0.8500000000000001,6,0,0.7261146496815287,0.0,0.0,0.0,586029,Good Deal
3,45,0.8333333333333428,0.2570520409513486,14634,0,1,0.5357142857142857,3,0.25,0.30000000000000004,4,0,0.7707006369426751,0.0,0.0,0.0,1325301,Fair Price
7,6,0.1666666666666572,0.025011632910050215,137833,1,0,0.5357142857142857,3,0.0,0.8999999999999999,0,0,0.732484076433121,0.0,0.0,0.0,266121,Good Deal
7,6,0.6666666666666572,0.11248147716488235,43712,4,1,0.35714285714285715,3,0.0,0.3500000000000001,2,0,0.6496815286624203,0.0,0.0,0.0,665389,Overpriced
1,15,0.25,0.05309426644315122,63030,4,0,0.35714285714285715,3,0.25,0.5,1,0,0.6847133757961783,0.0,0.0,0.0,394308,Overpriced
8,27,0.8333333333333428,0.061867145594960905,21035,1,1,0.35714285714285715,0,0.0,0.7000000000000002,0,0,0.7388535031847133,0.0,0.0,0.0,434353,Good Deal
4,8,1.0,0.2515578460144467,3891,1,0,0.5357142857142857,1,0.75,0.5499999999999998,6,0,0.7292993630573248,0.0,0.0,0.0,1300222,Fair Price
1,15,0.4166666666666572,0.07088429395027335,92749,1,0,0.5357142857142857,3,0.25,0.5499999999999998,5,0,0.7388535031847133,0.0,0.0,0.0,475513,Good Deal
5,47,0.1666666666666572,0.09614939723561747,82768,1,0,0.5357142857142857,3,0.25,0.9500000000000002,3,0,0.6847133757961783,0.0,0.0,0.0,590839,Good Deal
8,27,0.3333333333333428,0.07000733464837064,50993,4,1,0.35714285714285715,0,0.0,0.9500000000000002,5,0,0.6783439490445861,0.0,0.0,0.0,471510,Overpriced
1,17,0.0,0.4328993593355527,114381,1,1,0.7142857142857143,2,0.25,0.19999999999999996,6,0,0.5764331210191084,0.0,0.0,0.0,2127980,Overpriced
3,19,1.0,0.1776884290445065,2392,4,0,0.42857142857142855,3,0.25,0.7000000000000002,5,0,0.5414012738853503,0.0,0.0,0.0,963035,Overpriced
1,17,0.75,0.5758251041265942,15172,1,1,0.7142857142857143,2,0.25,0.10000000000000009,6,0,0.5732484076433121,0.0,0.0,0.0,2780384,Overpriced
5,48,0.75,0.44439140382716164,16564,1,1,0.7857142857142858,2,0.75,0.6000000000000001,0,0,0.5191082802547771,0.0,0.0,0.0,2180437,Fair Price
7,6,0.9166666666666572,0.16895651701471923,7352,4,1,0.35714285714285715,3,0.0,0.5499999999999998,5,0,0.6082802547770702,0.0,0.0,0.0,923177,Overpriced
7,6,0.6666666666666572,0.11390130560246203,43632,0,1,0.5357142857142857,3,0.0,0.5499999999999998,4,0,0.7515923566878981,0.0,0.0,0.0,671870,Good Deal
